Date,c0,p0,n0
2020-05-26,-0.12374299999999998,0.07352,0.09972000000000002
2020-06-02,-0.080413,0.07724000000000002,0.08889000000000001
2020-06-09,-0.14066800000000004,0.05399999999999999,0.07757
2020-06-16,-0.09995199999999999,0.06644000000000001,0.08275999999999999
2020-06-23,-0.1621789999999999,0.052279999999999986,0.09199999999999997
2020-06-30,-0.22236400000000012,0.05794999999999998,0.10709999999999999
2020-07-07,-0.1663209999999999,0.049030000000000004,0.08203
2020-07-14,-0.24000400000000013,0.05337999999999998,0.10748000000000005
2020-07-21,-0.18243700000000002,0.06157000000000002,0.09805000000000001
2020-07-28,-0.24968800000000016,0.0562,0.11976000000000007
2020-08-04,-0.2005479999999999,0.06777000000000002,0.11075000000000002
2020-08-11,-0.15415800000000004,0.06205999999999998,0.09051000000000002
2020-08-18,-0.09853500000000005,0.06289999999999998,0.08888000000000001
2020-08-25,-0.15295499999999998,0.05419999999999999,0.07786000000000001
2020-09-01,-0.297034,0.042220000000000014,0.1115799999999999
2020-09-08,-0.20424299999999998,0.04407000000000002,0.08397000000000004
2020-09-15,-0.1813729999999999,0.034790000000000015,0.07470000000000003
2020-09-22,-0.06523800000000002,0.04564,0.056830000000000026
2020-09-29,0.038009,0.04900000000000002,0.040570000000000016
2020-10-06,0.10180499999999998,0.06251999999999999,0.037599999999999995
2020-10-13,-0.11560600000000003,0.04937000000000001,0.07887000000000001
2020-10-20,-0.17580499999999988,0.05574,0.09473000000000002
2020-10-27,0.015388000000000002,0.07250999999999999,0.06522
2020-11-03,-0.09018799999999998,0.06501999999999998,0.08505999999999997
2020-11-10,-0.072865,0.05549000000000001,0.06877000000000003
2020-11-17,0.009725999999999993,0.06301,0.060180000000000004
2020-11-24,-0.069347,0.049980000000000004,0.06566000000000001
2020-12-01,0.05832099999999995,0.0765,0.056740000000000006
2020-12-08,0.12633399999999997,0.08022,0.050839999999999975
2020-12-15,0.055180999999999994,0.06584000000000001,0.05177000000000001
2020-12-22,0.03807600000000002,0.07986999999999997,0.06947
2020-12-29,0.124883,0.08513,0.05528999999999999
2021-01-05,-0.13964399999999996,0.046470000000000004,0.07549000000000002
2021-01-12,0.015043999999999991,0.06755000000000003,0.06416
2021-01-19,0.025370999999999998,0.07983000000000001,0.07334000000000002
2021-01-26,-0.06443399999999999,0.051700000000000024,0.06599
2021-02-02,0.012686999999999997,0.07735000000000002,0.07061
2021-02-09,0.05306400000000002,0.0692,0.05416999999999999
2021-02-16,0.13500599999999996,0.08823,0.05048
2021-02-23,0.02478000000000001,0.06366000000000001,0.049990000000000014
2021-03-02,0.07248200000000002,0.07017999999999999,0.05102000000000001
2021-03-09,0.03155199999999997,0.06936,0.05846000000000002
2021-03-16,-0.11516000000000001,0.04716999999999999,0.07447999999999999
2021-03-23,-0.03439499999999998,0.05773999999999999,0.06457000000000002
2021-03-30,-0.06504000000000004,0.058249999999999996,0.06862000000000003
2021-04-06,0.04871100000000002,0.08218000000000002,0.06396
2021-04-13,0.035658999999999996,0.08187000000000001,0.06750000000000003
2021-04-20,-0.022707000000000015,0.05696000000000002,0.05995
2021-04-27,0.14422799999999997,0.07347000000000001,0.043739999999999994
2021-05-04,0.048899,0.07614,0.06224000000000002
2021-05-11,-0.14482399999999995,0.05111000000000001,0.08256000000000001
2021-05-18,0.026301999999999996,0.06356,0.057110000000000015
2021-05-25,0.05377299999999999,0.07656000000000004,0.05950000000000001
2021-06-01,0.08511999999999997,0.06916000000000001,0.04831999999999999
2021-06-08,0.012303,0.06268000000000003,0.06176
2021-06-15,0.06396099999999998,0.06444000000000003,0.0493
2021-06-22,0.03940999999999999,0.07450999999999999,0.059620000000000006
2021-06-29,-0.029238999999999998,0.04825,0.05142
2021-07-06,-0.09395100000000003,0.049550000000000004,0.06772999999999998
2021-07-13,-0.045334999999999966,0.05639,0.06445000000000001
2021-07-20,-0.013613999999999998,0.062060000000000004,0.06183000000000001
2021-07-27,0.035289000000000015,0.07302000000000002,0.061340000000000006
2021-08-03,-0.08410600000000003,0.053279999999999994,0.06713999999999999
2021-08-10,0.14486200000000005,0.08068000000000003,0.04525000000000001
2021-08-17,-0.179301,0.04696000000000001,0.08620000000000001
2021-08-24,-0.01406099999999999,0.05064000000000002,0.05122000000000001
2021-08-31,0.034487000000000004,0.045579999999999996,0.03717000000000001
2021-09-07,0.038933999999999996,0.060829999999999995,0.04858000000000001
2021-09-14,0.058363,0.06895,0.05259000000000003
2021-09-21,0.04960200000000001,0.07538000000000002,0.05599999999999998
2021-09-28,-0.06597399999999999,0.05487,0.06263
2021-10-05,0.04171799999999996,0.07246000000000001,0.0562
2021-10-12,0.08575200000000002,0.07016,0.04933999999999998
2021-10-19,0.08577100000000001,0.06895000000000001,0.04479999999999999
2021-10-26,0.038329999999999996,0.06293000000000001,0.046560000000000004
2021-11-02,0.02194399999999998,0.06565999999999998,0.05737999999999999
2021-11-09,0.08095100000000002,0.06081,0.042379999999999994
2021-11-16,-0.08892000000000001,0.059829999999999994,0.07368999999999999
2021-11-23,-0.1144700000000001,0.060230000000000006,0.08233999999999998
2021-11-30,-0.024774000000000008,0.06418999999999998,0.06398
2021-12-07,0.118275,0.07963000000000002,0.04974
2021-12-14,-0.06466400000000001,0.05547000000000001,0.06714000000000002
2021-12-21,-0.0014400000000000057,0.07268,0.06885000000000001
2021-12-28,0.09354799999999998,0.07812999999999999,0.05610000000000001
2022-01-04,0.031988000000000016,0.07252,0.06295
2022-01-11,0.07317100000000001,0.06305,0.04386999999999999
