Date,c0,p0,n0
2020-05-26,0.17335899999999999,0.088,0.04902999999999999
2020-06-02,0.010131000000000006,0.06285000000000002,0.06118000000000001
2020-06-09,-0.024900999999999982,0.04645000000000001,0.05272
2020-06-16,0.19287700000000002,0.07920000000000002,0.03069
2020-06-23,0.01850200000000001,0.06027999999999999,0.0545
2020-06-30,0.13396999999999992,0.08081999999999998,0.051439999999999986
2020-07-07,0.12272099999999997,0.07332000000000002,0.04524
2020-07-14,0.17901399999999995,0.08915000000000001,0.04869
2020-07-21,0.23338599999999998,0.09726000000000004,0.04193
2020-07-28,0.20865300000000006,0.08908000000000003,0.04115
2020-08-04,0.141382,0.08175,0.05401999999999999
2020-08-11,0.047813,0.05734000000000001,0.048990000000000006
2020-08-18,0.09718999999999996,0.06746999999999999,0.04568
2020-08-25,0.2863379999999999,0.09737,0.03337999999999999
2020-09-01,0.15411699999999998,0.07974,0.037720000000000004
2020-09-08,0.04708700000000001,0.06720999999999999,0.05214999999999999
2020-09-15,0.06088400000000002,0.054609999999999964,0.04231
2020-09-22,0.031014,0.06483999999999998,0.053120000000000014
2020-09-29,0.08807499999999999,0.06330000000000001,0.04732
2020-10-06,0.23415400000000008,0.09913999999999996,0.0313
2020-10-13,0.188605,0.09687000000000003,0.048080000000000005
2020-10-20,0.11215499999999999,0.06937000000000001,0.04408
2020-10-27,0.02288600000000002,0.06147000000000002,0.05422000000000002
2020-11-03,0.26395599999999997,0.08405000000000001,0.020339999999999997
2020-11-10,0.30595999999999995,0.09787999999999998,0.02116
2020-11-17,0.2660700000000002,0.10249000000000005,0.03236
2020-11-24,0.4267319999999997,0.11030999999999999,0.01362
2020-12-01,0.2864,0.09097,0.023899999999999998
2020-12-08,0.20812699999999992,0.08442,0.03767
2020-12-15,0.136397,0.08085,0.04269999999999999
2020-12-22,0.1657740000000001,0.08516,0.04338
2020-12-29,0.2937289999999998,0.0928,0.024190000000000003
2021-01-05,0.10027200000000004,0.06497,0.04371000000000001
2021-01-12,0.24683699999999995,0.08492999999999996,0.02881
2021-01-19,0.277439,0.09989,0.03161
2021-01-26,0.085309,0.06734,0.04737999999999998
2021-02-02,0.306598,0.10897000000000003,0.03313
2021-02-09,0.231721,0.08374000000000001,0.024060000000000005
2021-02-16,0.262386,0.08876999999999999,0.022500000000000006
2021-02-23,0.21367799999999998,0.08593999999999997,0.03368
2021-03-02,0.16522900000000004,0.07644,0.03641
2021-03-09,0.21622100000000002,0.08363000000000001,0.03186
2021-03-16,0.16406500000000002,0.07776000000000001,0.039220000000000005
2021-03-23,0.23611100000000002,0.08617999999999996,0.030880000000000005
2021-03-30,0.22888199999999997,0.08298,0.031069999999999997
2021-04-06,0.13786300000000004,0.06987999999999997,0.03314
2021-04-13,0.21016700000000005,0.08422,0.030869999999999998
2021-04-20,0.15911299999999998,0.06898,0.032959999999999996
2021-04-27,0.26402900000000007,0.08173,0.021300000000000006
2021-05-04,0.166031,0.07621000000000001,0.03562
2021-05-11,-0.038342,0.04117000000000001,0.04912999999999999
2021-05-18,0.07005700000000001,0.06250000000000001,0.04807999999999999
2021-05-25,0.14413799999999996,0.075,0.04032000000000001
2021-06-01,0.210977,0.07149000000000001,0.02448000000000001
2021-06-08,0.12434100000000005,0.05513999999999999,0.028450000000000007
2021-06-15,0.146757,0.062279999999999995,0.03108
2021-06-22,0.23558900000000002,0.07481,0.020719999999999995
2021-06-29,0.21004599999999984,0.08866,0.031779999999999996
2021-07-06,0.14764600000000005,0.06225000000000001,0.02741999999999999
2021-07-13,0.09056900000000002,0.056809999999999986,0.03548
2021-07-20,0.11886400000000003,0.053329999999999995,0.029469999999999996
2021-07-27,0.21406499999999987,0.07972,0.030250000000000003
2021-08-03,0.19068000000000002,0.07888,0.03333
2021-08-10,0.215011,0.07969999999999998,0.02769000000000001
2021-08-17,0.0005659999999999971,0.04234,0.039470000000000005
2021-08-24,0.090719,0.04038,0.01850000000000001
2021-08-31,0.11469100000000002,0.056190000000000025,0.029299999999999996
2021-09-07,0.021424,0.06271000000000003,0.05167999999999999
2021-09-14,0.018380999999999995,0.06226,0.05458000000000003
2021-09-21,0.08038499999999998,0.06253000000000003,0.04874000000000001
2021-09-28,-0.0003190000000000132,0.047280000000000016,0.05021000000000003
2021-10-05,0.19008399999999998,0.07594000000000002,0.034289999999999994
2021-10-12,0.18303799999999992,0.08029000000000001,0.04109
2021-10-19,0.23304499999999997,0.08048000000000002,0.03441
2021-10-26,0.20885999999999982,0.08150000000000002,0.036370000000000006
2021-11-02,0.3096549999999998,0.09046,0.028079999999999997
2021-11-09,0.08778400000000001,0.060739999999999995,0.03908999999999999
2021-11-16,0.20867199999999997,0.08634,0.03548000000000001
2021-11-23,0.2661659999999999,0.0971,0.04229
2021-11-30,0.08739099999999998,0.07094,0.05490999999999998
2021-12-07,0.24361899999999984,0.09004,0.043120000000000006
2021-12-14,-0.03531300000000002,0.05113,0.06491
2021-12-21,0.4357300000000003,0.12659999999999993,0.037779999999999994
2021-12-28,0.050196999999999985,0.06920000000000001,0.057459999999999976
2022-01-04,0.04945400000000009,0.07968000000000001,0.06246999999999999
2022-01-11,0.24504399999999993,0.09644999999999998,0.04921000000000004
2022-01-18,0.034439000000000004,0.06974999999999996,0.054650000000000004
2022-01-25,0.033485,0.06795000000000001,0.06243000000000001
2022-02-01,0.213594,0.0889,0.03676000000000001
2022-02-08,0.16265200000000005,0.09797999999999997,0.05835999999999999
2022-02-15,0.05673399999999999,0.07187,0.060249999999999984
